cty,county_name,statename,state_id,csa,csa_name,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp
22113,Vermilion,Louisiana,22,318,"Lafayette-Opelousas-Morgan City, LA",0.809734513,0.815789474,0.751381216,0.868131868,0.780701754,0.900900901,0.803191489,0.906593407,0.865853659,0.906976744,0.756637168,0.76754386,0.701657459,0.846153846,0.714912281,0.864864865,0.728723404,0.868131868,0.780487805,0.872093023,0.000814767,0.000782545,0.001156543,0.000715261,0.000893915,0.000526458,0.001051519,0.000629005,0.002089349,0.001297056,0.843283582,0.785714286,0.880952381,0.87037037,0.827586207,0.9,0.7,0.9,,,0.805970149,0.764285714,0.80952381,0.851851852,0.75862069,0.9,0.5,0.8,,,0.001167032,0.001286808,0.00367131,0.002337042,0.006314322,0.0045,0.025,0.016000001,,,0.760869565,0.863636364,0.712230216,0.8671875,0.773869347,0.900990099,0.808988764,0.906976744,0.87654321,0.905882353,0.684782609,0.772727273,0.669064748,0.84375,0.708542714,0.861386139,0.741573034,0.872093023,0.790123457,0.870588235,0.002346254,0.00199568,0.001592929,0.001029968,0.001037738,0.000591089,0.001076643,0.000648528,0.002047264,0.001325463
22115,Vernon,Louisiana,22,217,"DeRidder-Fort Polk South, LA",0.704,0.806722689,0.79661017,0.847222222,0.844262295,0.878048781,0.797752809,0.925,0.761904762,0.862068966,0.672,0.756302521,0.754237288,0.826388889,0.819672131,0.853658537,0.764044944,0.925,0.619047619,0.827586207,0.001763328,0.001548815,0.001570876,0.000996321,0.001211555,0.001015656,0.002025621,0.000867188,0.011229889,0.004920251,0.662337662,0.76056338,0.769230769,0.743589744,0.769230769,0.7,,,,,0.636363636,0.704225352,0.730769231,0.717948718,0.769230769,0.7,,,,,0.003005259,0.00293369,0.007567137,0.005192265,0.013654985,0.021,,,,,0.770833333,0.875,0.804347826,0.885714286,0.853211009,0.89380531,0.8,0.924050633,0.761904762,0.923076923,0.729166667,0.833333333,0.760869565,0.866666667,0.825688073,0.867256637,0.764705882,0.924050633,0.619047619,0.884615385,0.004114222,0.002893518,0.001977686,0.001100529,0.001320434,0.001018784,0.002116833,0.000888368,0.011229889,0.003925808
22117,Washington,Louisiana,22,406,"New Orleans-Metairie-Hammond, LA-MS",0.791164659,0.639344262,0.798742138,0.807692308,0.850746269,0.840336135,0.825581395,0.871287129,0.837837838,0.820512821,0.726907631,0.602459016,0.748427673,0.753846154,0.835820896,0.798319328,0.790697674,0.801980198,0.783783784,0.717948718,0.000797241,0.000981566,0.001184174,0.001427401,0.001024062,0.001352988,0.001924359,0.001572356,0.004580183,0.005192265,0.808510638,0.642424242,0.8,0.793103448,0.85,0.727272727,,,,,0.75,0.618181818,0.753846154,0.724137931,0.85,0.727272727,,,,,0.00099734,0.001430503,0.002854802,0.003444176,0.006375,0.009015777,,,,,0.737704918,0.632911392,0.79787234,0.819444444,0.850877193,0.865979381,0.829268293,0.88,0.837837838,0.837837838,0.655737705,0.569620253,0.744680851,0.777777778,0.833333333,0.81443299,0.792682927,0.81,0.783783784,0.72972973,0.00370075,0.003103203,0.002022673,0.002400549,0.001218324,0.001558061,0.002004106,0.001539,0.004580183,0.005330385
22119,Webster,Louisiana,22,,,0.796791444,0.700534759,0.74,0.787878788,0.78030303,0.889655172,0.795180723,0.924731183,0.789473684,0.916666667,0.754010695,0.663101604,0.713333333,0.757575758,0.734848485,0.84137931,0.746987952,0.892473118,0.736842105,0.833333333,0.000991864,0.001194641,0.001363259,0.001113059,0.001476108,0.000920415,0.002277072,0.00103188,0.005102785,0.002893518,0.802721088,0.671232877,0.791666667,0.804347826,0.75,0.967741936,,,,,0.761904762,0.657534247,0.777777778,0.782608696,0.75,0.935483871,,,,,0.001234054,0.001542349,0.002400549,0.001849264,0.009375,0.001946897,,,,,0.775,0.804878049,0.692307692,0.767123288,0.785714286,0.868421053,0.805194805,0.929411765,0.789473684,0.914893617,0.725,0.682926829,0.653846154,0.726027397,0.732142857,0.815789474,0.753246753,0.894117647,0.736842105,0.829787234,0.004984375,0.005281409,0.002901684,0.002724817,0.00175098,0.001318219,0.002413845,0.00111378,0.005102785,0.003005114
22121,West Baton Rouge,Louisiana,22,,,0.870588235,0.77027027,0.851851852,0.738461539,0.883333333,0.895833333,0.865671642,0.952941177,0.939393939,0.933333333,0.8,0.756756757,0.759259259,0.676923077,0.866666667,0.854166667,0.850746269,0.941176471,0.893939394,0.866666667,0.001882353,0.002487513,0.003384901,0.003364588,0.001925926,0.002595125,0.00189518,0.000651333,0.001436542,0.002567901,0.873239437,0.779661017,0.837837838,0.696969697,0.913043478,0.909090909,,,,,0.802816901,0.762711864,0.756756757,0.696969697,0.869565217,0.909090909,,,,,0.002229605,0.0030675,0.004975026,0.006400089,0.004931372,0.007513148,,,,,0.857142857,0.733333333,0.882352941,0.78125,0.864864865,0.891891892,0.883333333,0.951219512,0.9375,0.930232558,0.785714286,0.733333333,0.764705882,0.65625,0.864864865,0.837837838,0.866666667,0.93902439,0.890625,0.860465116,0.012026239,0.013037037,0.010584164,0.007049561,0.003158747,0.003672043,0.001925926,0.000698263,0.001522064,0.002792207
22123,West Carroll,Louisiana,22,,,0.7,0.875,0.738095238,0.872340426,0.823529412,0.897435897,0.95,0.862068966,,,0.6375,0.84375,0.714285714,0.787234043,0.647058824,0.897435897,0.8,0.724137931,,,0.002888672,0.002059937,0.004859087,0.003563758,0.006716874,0.002360121,0.008,0.006888351,,,0.618181818,0.85,,0.789473684,,,,,,,0.581818182,0.85,,0.736842105,,,,,,,0.004423742,0.0031875,,0.01020557,,,,,,,0.88,0.916666667,0.727272727,0.928571429,0.806451613,0.885714286,0.947368421,0.846153846,,,0.76,0.833333333,0.696969697,0.821428571,0.64516129,0.885714286,0.789473684,0.730769231,,,0.007296,0.005787037,0.006400089,0.005238703,0.007384781,0.002892128,0.008747631,0.007567137,,
22125,West Feliciana,Louisiana,22,,,0.857142857,0.75,0.791666667,0.848484849,0.769230769,0.857142857,0.913043478,0.857142857,0.818181818,0.888888889,0.821428571,0.75,0.791666667,0.848484849,0.769230769,0.80952381,0.826086957,0.80952381,0.772727273,0.888888889,0.005238703,0.006696429,0.006872106,0.003895706,0.013654985,0.007342619,0.006246404,0.007342619,0.00798272,0.005486968,0.869565217,0.80952381,0.8,0.842105263,,,,,,,0.826086957,0.80952381,0.8,0.842105263,,,,,,,0.006246404,0.007342619,0.016000001,0.006998105,,,,,,,,,0.785714286,0.857142857,,1,0.913043478,0.857142857,0.818181818,0.882352941,,,0.785714286,0.857142857,,1,0.826086957,0.80952381,0.772727273,0.882352941,,,0.012026239,0.008746356,,0,0.006246404,0.007342619,0.00798272,0.006106249
22127,Winn,Louisiana,22,,,0.769230769,0.823529412,0.739130435,0.884615385,0.825,0.885714286,0.821428571,0.916666667,0.909090909,0.833333333,0.723076923,0.784313726,0.652173913,0.826923077,0.775,0.857142857,0.75,0.888888889,0.909090909,0.833333333,0.003080564,0.003316975,0.004931372,0.002752333,0.004359375,0.003498542,0.006696429,0.002743484,0.007513148,0.007716049,0.760869565,0.828571429,0.8,0.833333333,,,,,,,0.695652174,0.828571429,0.72,0.791666667,,,,,,,0.004602614,0.004058309,0.008064,0.006872106,,,,,,,0.789473684,0.8125,0.666666667,0.928571429,0.8,0.862068966,0.814814815,0.9375,0.909090909,0.833333333,0.789473684,0.6875,0.571428571,0.857142857,0.742857143,0.827586207,0.740740741,0.9375,0.909090909,0.833333333,0.008747631,0.013427734,0.011661808,0.004373178,0.005457726,0.004920251,0.007112737,0.001831055,0.007513148,0.007716049
23001,Androscoggin,Maine,23,438,"Portland-Lewiston-South Portland, ME",0.735955056,0.786885246,0.80887372,0.839285714,0.876790831,0.867007673,0.928802589,0.917177914,0.858108108,0.901515151,0.696629214,0.743169399,0.788395904,0.817857143,0.82234957,0.831202046,0.915857605,0.892638037,0.844594595,0.871212121,0.001187286,0.001042998,0.000569378,0.000532024,0.000418598,0.000358837,0.000249393,0.000293974,0.000886855,0.000850012,0.721153846,0.80952381,0.810810811,0.80952381,0.902439024,0.830188679,,0.923076923,,,0.701923077,0.761904762,0.810810811,0.8,0.829268293,0.735849057,,0.923076923,,,0.002011799,0.001727675,0.001381952,0.00152381,0.003453229,0.003667457,,0.005461994,,,0.756756757,0.756410256,0.807692308,0.857142857,0.873376623,0.872781065,0.930693069,0.916932907,0.862068966,0.899224806,0.689189189,0.717948718,0.774725275,0.828571429,0.821428571,0.846153846,0.917491749,0.891373802,0.848275862,0.868217054,0.002894695,0.002596133,0.000958934,0.000811662,0.000476246,0.000385141,0.000249837,0.00030935,0.000887613,0.000886947
23003,Aroostook,Maine,23,,,0.762331839,0.795121951,0.817589577,0.822147651,0.854237288,0.930513595,0.881278539,0.9,0.807228916,0.942857143,0.69955157,0.746341463,0.7752443,0.791946309,0.810169492,0.888217523,0.835616438,0.885,0.746987952,0.914285714,0.000942507,0.000923492,0.000567559,0.000552911,0.000521339,0.000299961,0.000627222,0.000508875,0.002277072,0.001119534,0.811320755,0.765957447,0.833333333,0.774647887,0.75,0.85,,,,,0.726415094,0.734042553,0.819444444,0.732394366,0.75,0.8,,,,,0.00187487,0.002076852,0.002054934,0.002760463,0.01171875,0.008,,,,,0.717948718,0.81981982,0.812765957,0.837004405,0.860215054,0.935691318,0.878504673,0.90625,0.804878049,0.940298508,0.675213675,0.756756757,0.761702128,0.810572687,0.813620072,0.893890675,0.831775701,0.895833333,0.743902439,0.910447761,0.00187436,0.001658342,0.000772391,0.000676408,0.000543521,0.000304984,0.000653855,0.000486021,0.002323312,0.001216905
23005,Cumberland,Maine,23,438,"Portland-Lewiston-South Portland, ME",0.713709677,0.785185185,0.831818182,0.855345912,0.838063439,0.858220211,0.900949797,0.911515152,0.906091371,0.907038513,0.681451613,0.72962963,0.779545455,0.813417191,0.801335559,0.832579186,0.86431479,0.867878788,0.86928934,0.877822045,0.000875304,0.00073063,0.000390578,0.000318175,0.000265771,0.000210243,0.000159124,0.000138988,0.000144195,0.000142431,0.718562874,0.762711864,0.809302326,0.864485981,0.887931035,0.824427481,0.860465116,0.88,0.875,0.891891892,0.682634731,0.711864407,0.772093023,0.822429907,0.870689655,0.79389313,0.790697674,0.88,0.833333333,0.864864865,0.001297273,0.001158833,0.000818444,0.000682425,0.000970596,0.00124906,0.003848718,0.002112,0.005787037,0.003158747,0.703703704,0.827956989,0.853333333,0.847908745,0.826086957,0.866541353,0.903458213,0.913548387,0.907068063,0.907821229,0.679012346,0.76344086,0.786666667,0.80608365,0.784679089,0.842105263,0.868876081,0.867096774,0.870418848,0.87849162,0.002690797,0.001941924,0.000745877,0.000594345,0.000349809,0.000249932,0.000164165,0.000148697,0.000147631,0.000149084
23007,Franklin,Maine,23,,,0.724637681,0.819672131,0.892857143,0.878378378,0.802083333,0.85483871,0.865853659,0.93258427,0.935483871,0.945945946,0.565217391,0.786885246,0.857142857,0.824324324,0.739583333,0.822580645,0.792682927,0.898876405,0.870967742,0.918918919,0.003561546,0.002749129,0.001457726,0.001956942,0.002006248,0.001176949,0.002004106,0.001021322,0.003625256,0.002013701,0.783783784,0.777777778,0.909090909,0.8,0.75,0.75,,,,,0.675675676,0.740740741,0.863636364,0.666666667,0.6875,0.625,,,,,0.00592265,0.007112737,0.005353118,0.014814815,0.013427734,0.014648438,,,,,0.65625,0.852941177,0.887096774,0.898305085,0.8125,0.87037037,0.865853659,0.941176471,0.935483871,0.971428571,0.4375,0.823529412,0.85483871,0.86440678,0.75,0.851851852,0.792682927,0.905882353,0.870967742,0.942857143,0.00769043,0.004274374,0.002001443,0.001986571,0.00234375,0.001168521,0.002004106,0.001003053,0.003625256,0.001539359
23009,Hancock,Maine,23,,,0.764705882,0.796460177,0.785276074,0.862068966,0.902777778,0.849056604,0.847826087,0.921875,0.818181818,0.861111111,0.656862745,0.663716814,0.72392638,0.75862069,0.854166667,0.767295598,0.797101449,0.859375,0.787878788,0.819444444,0.002209746,0.001975193,0.001226116,0.001052387,0.000865041,0.001122975,0.001171962,0.000944138,0.001688139,0.002054934,0.693548387,0.787878788,0.827586207,0.921568628,0.833333333,0.666666667,,,,,0.64516129,0.651515151,0.74137931,0.862745098,0.722222222,0.571428571,,,,,0.00369239,0.003440048,0.003305794,0.002321882,0.011145405,0.011661808,,,,,0.875,0.808510638,0.761904762,0.837398374,0.912698413,0.876811594,0.844444444,0.932773109,0.816326531,0.85915493,0.675,0.680851064,0.714285714,0.715447155,0.873015873,0.797101449,0.792592593,0.865546219,0.785714286,0.816901409,0.005484375,0.004623253,0.001943635,0.001655143,0.000879835,0.001171962,0.001217701,0.000977949,0.001718034,0.002106669
23011,Kennebec,Maine,23,,,0.818181818,0.754807692,0.795212766,0.85026738,0.856435644,0.888095238,0.906801008,0.893300248,0.914572864,0.90521327,0.781818182,0.701923077,0.739361702,0.804812834,0.799504951,0.854761905,0.874055416,0.866004963,0.889447236,0.890995261,0.000775357,0.001005899,0.000512516,0.000420024,0.000396774,0.000295581,0.000277286,0.000287941,0.000494125,0.000460297,0.798561151,0.760330579,0.808641975,0.844444444,0.849056604,0.844155844,0.727272727,0.842105263,,0.9,0.755395684,0.73553719,0.740740741,0.814814815,0.830188679,0.792207792,0.681818182,0.842105263,,0.9,0.001329302,0.001607622,0.001185456,0.001117716,0.002659914,0.002137852,0.009861006,0.006998105,,0.009,0.851851852,0.747126437,0.785046729,0.853556485,0.857549858,0.897959184,0.917333333,0.895833333,0.911458333,0.905472637,0.827160494,0.655172414,0.738317757,0.79916318,0.794871795,0.868804665,0.885333333,0.8671875,0.885416667,0.890547264,0.001765013,0.002596799,0.000902825,0.000671554,0.000464532,0.000332312,0.000270715,0.000299931,0.000528406,0.000484939
23013,Knox,Maine,23,,,0.786516854,0.734375,0.769230769,0.824,0.862068966,0.834482759,0.906542056,0.898550725,0.930555556,0.879310345,0.707865169,0.640625,0.692307692,0.688,0.784482759,0.772413793,0.841121495,0.826086957,0.902777778,0.74137931,0.002323506,0.00359726,0.002048248,0.001717248,0.001457496,0.00121235,0.001248936,0.002082135,0.001219029,0.003305794,0.826923077,0.682926829,0.805555556,0.720930233,0.8,0.833333333,,,,,0.75,0.609756098,0.722222222,0.604651163,0.65,0.777777778,,,,,0.003605769,0.005803746,0.005572702,0.005559259,0.011375,0.009602195,,,,,0.72972973,0.826086957,0.75,0.878048781,0.875,0.834645669,0.903846154,0.909090909,0.942028986,0.875,0.648648649,0.695652174,0.676470588,0.731707317,0.8125,0.771653543,0.836538462,0.833333333,0.913043478,0.732142857,0.006159556,0.009205228,0.003218502,0.002394046,0.001586914,0.001387436,0.001314826,0.002104377,0.001150653,0.003501959
23015,Lincoln,Maine,23,,,0.788732394,0.737704918,0.804878049,0.85,0.858490566,0.875,0.8875,0.931818182,0.80952381,0.886792453,0.690140845,0.573770492,0.743902439,0.76,0.783018868,0.817307692,0.8125,0.840909091,0.761904762,0.867924528,0.003011922,0.004009146,0.002323312,0.001824,0.001602833,0.001435729,0.001904297,0.001520239,0.004319188,0.002162859,0.764705882,0.71875,0.826086957,0.866666667,0.923076923,0.75,,,,,0.676470588,0.5625,0.782608696,0.833333333,0.923076923,0.75,,,,,0.006437004,0.00769043,0.007397058,0.00462963,0.005461994,0.015625,,,,,0.810810811,0.75862069,0.79661017,0.842857143,0.849462366,0.891304348,0.88,0.927710843,0.820512821,0.875,0.702702703,0.586206897,0.728813559,0.728571429,0.76344086,0.826086957,0.8,0.831325301,0.769230769,0.854166667,0.00564626,0.008364427,0.003349904,0.002825073,0.001941924,0.001561601,0.002133333,0.00168944,0.004551661,0.002595125
23017,Oxford,Maine,23,,,0.780821918,0.781954887,0.744680851,0.819875776,0.883597884,0.875647668,0.9375,0.897058824,0.9375,0.945945946,0.746575343,0.736842105,0.718085106,0.788819876,0.830687831,0.834196891,0.902777778,0.860294118,0.9375,0.945945946,0.001295895,0.001457939,0.001076803,0.001034678,0.000744156,0.000716645,0.000609514,0.000883736,0.001220703,0.001381952,0.824324324,0.826086957,0.716981132,0.854166667,0.862068966,0.933333333,,0.909090909,,,0.783783784,0.797101449,0.698113208,0.833333333,0.827586207,0.866666667,,0.818181818,,,0.002290092,0.002343924,0.003976437,0.002893518,0.004920251,0.007703704,,0.013523666,,,0.736111111,0.734375,0.755555556,0.805309735,0.8875,0.870786517,0.933333333,0.896,0.931818182,0.942857143,0.708333333,0.671875,0.725925926,0.769911504,0.83125,0.831460674,0.896296296,0.864,0.931818182,0.942857143,0.002869406,0.003444672,0.001473759,0.00156768,0.000876709,0.000787269,0.000688513,0.000940032,0.001443933,0.001539359
23019,Penobscot,Maine,23,,,0.712871287,0.772893773,0.788888889,0.823232323,0.842857143,0.878669276,0.860788863,0.914215686,0.886877828,0.900452489,0.673267327,0.736263736,0.757777778,0.785353535,0.8,0.85518591,0.825986079,0.887254902,0.859728507,0.882352941,0.000726001,0.00071128,0.00040789,0.00042569,0.000326531,0.000242354,0.000333487,0.000245181,0.000545681,0.000469711,0.72826087,0.736486487,0.820143885,0.808823529,0.794871795,0.883116883,0.818181818,0.88,0.909090909,,0.695652174,0.70945946,0.776978417,0.794117647,0.743589744,0.87012987,0.818181818,0.8,0.909090909,,0.001150654,0.001392748,0.00124664,0.001202168,0.002444411,0.001467583,0.006761833,0.0064,0.007513148,,0.68907563,0.816,0.774919614,0.830769231,0.851941748,0.877880184,0.863080685,0.916449086,0.885714286,0.902325581,0.638655462,0.768,0.749196142,0.780769231,0.810679612,0.852534562,0.826405868,0.892950392,0.857142857,0.88372093,0.001939283,0.001425408,0.000604184,0.000658341,0.00037252,0.000289676,0.000350756,0.000249582,0.00058309,0.000477945
23021,Piscataquis,Maine,23,,,0.861111111,0.783783784,0.735294118,0.793650794,0.853333333,0.960784314,0.958333333,0.925,0.789473684,0.882352941,0.833333333,0.72972973,0.691176471,0.73015873,0.853333333,0.921568628,0.875,0.9,0.736842105,0.882352941,0.003858025,0.005330385,0.003138993,0.003127412,0.001668741,0.001417253,0.004557292,0.00225,0.01020557,0.006106249,0.785714286,0.909090909,0.8,0.833333333,,,,,,,0.785714286,0.818181818,0.8,0.777777778,,,,,,,0.012026239,0.013523666,0.016000001,0.009602195,,,,,,,0.909090909,0.730769231,0.724137931,0.777777778,0.845070423,0.959183674,0.956521739,0.916666667,0.8125,0.882352941,0.863636364,0.692307692,0.672413793,0.711111111,0.845070423,0.918367347,0.869565217,0.888888889,0.75,0.882352941,0.005353118,0.008192991,0.003797819,0.004565158,0.001844034,0.001529975,0.004931372,0.002743484,0.01171875,0.006106249
23023,Sagadahoc,Maine,23,438,"Portland-Lewiston-South Portland, ME",0.777777778,0.775510204,0.78313253,0.833333333,0.820512821,0.888888889,0.860655738,0.858490566,0.915254237,0.934782609,0.755555556,0.632653061,0.734939759,0.75,0.760683761,0.828282828,0.81147541,0.820754717,0.881355932,0.847826087,0.004104252,0.004742922,0.002347028,0.002604167,0.001555931,0.001436671,0.00125396,0.001387891,0.001772333,0.002804718,0.766666667,0.785714286,0.8,0.958333333,0.826086957,0.916666667,,,,,0.733333333,0.642857143,0.8,0.875,0.652173913,0.833333333,,,,,0.006518519,0.008199709,0.005333333,0.004557292,0.009862743,0.005787037,,,,,0.8,0.761904762,0.773584906,0.770833333,0.819148936,0.88,0.862068966,0.861386139,0.915254237,0.933333333,0.8,0.619047619,0.698113208,0.6875,0.787234043,0.826666667,0.810344828,0.821782178,0.881355932,0.844444444,0.010666667,0.011229889,0.003976437,0.004475912,0.001781879,0.001910519,0.00132488,0.001450062,0.001772333,0.002919067
23025,Somerset,Maine,23,,,0.818181818,0.727272727,0.818681319,0.834355828,0.886904762,0.877777778,0.865671642,0.88,0.943396226,0.854545455,0.795454546,0.712121212,0.785714286,0.803680982,0.857142857,0.85,0.820895522,0.866666667,0.867924528,0.818181818,0.001232626,0.001553065,0.000925095,0.000967962,0.000728863,0.000708333,0.001097209,0.00077037,0.002162859,0.002704733,0.774193548,0.777777778,0.807692308,0.80952381,0.875,0.75,,,,,0.741935484,0.763888889,0.730769231,0.785714286,0.833333333,0.75,,,,,0.003088181,0.002505037,0.003783569,0.004008746,0.005787037,0.01171875,,,,,0.857142857,0.666666667,0.823076923,0.842975207,0.888888889,0.890243902,0.875,0.88028169,0.942307692,0.882352941,0.842857143,0.65,0.807692308,0.809917355,0.861111111,0.859756098,0.828125,0.866197183,0.865384615,0.843137255,0.001892128,0.003791667,0.001194811,0.001272324,0.000830547,0.000735217,0.001111984,0.000816195,0.002240271,0.002593271
23027,Waldo,Maine,23,,,0.767676768,0.83908046,0.732142857,0.775,0.880952381,0.850393701,0.858823529,0.849315069,0.966666667,0.771428571,0.727272727,0.793103448,0.714285714,0.691666667,0.793650794,0.803149606,0.835294118,0.835616438,0.933333333,0.771428571,0.002003506,0.001886096,0.001822157,0.001777199,0.001299756,0.001244884,0.001618563,0.001881666,0.002074074,0.005037901,0.760869565,0.780487805,0.636363636,0.64516129,0.833333333,0.909090909,,,,,0.717391304,0.780487805,0.636363636,0.516129032,0.75,0.909090909,,,,,0.004407413,0.004178697,0.010518407,0.008056125,0.015625,0.007513148,,,,,0.773584906,0.891304348,0.755555556,0.820224719,0.885964912,0.844827586,0.873417722,0.850746269,0.965517241,0.787878788,0.735849057,0.804347826,0.733333333,0.752808989,0.798245614,0.793103448,0.848101266,0.835820896,0.931034483,0.787878788,0.003667457,0.003421139,0.00217284,0.002090872,0.001412715,0.001414572,0.001630703,0.002048124,0.002214113,0.005064418
23029,Washington,Maine,23,,,0.67768595,0.715384615,0.785714286,0.806722689,0.869158879,0.816666667,0.876712329,0.859649123,0.972972973,0.870967742,0.611570248,0.615384615,0.727272727,0.672268908,0.785046729,0.725,0.849315069,0.807017544,0.891891892,0.806451613,0.00196324,0.001820665,0.001287968,0.001851457,0.001577087,0.001661458,0.001753137,0.002732285,0.002605966,0.005035078,0.649122807,0.672413793,0.744186047,0.71875,0.833333333,0.764705882,,,,,0.631578947,0.637931035,0.674418605,0.59375,0.833333333,0.647058824,,,,,0.004082228,0.003982328,0.005106469,0.007537842,0.011574074,0.013433747,,,,,0.703125,0.75,0.801801802,0.83908046,0.873684211,0.825242718,0.871428571,0.875,0.971428571,0.866666667,0.59375,0.597222222,0.747747748,0.701149425,0.778947368,0.737864078,0.842857143,0.821428571,0.914285714,0.8,0.003768921,0.003340942,0.001699289,0.002408493,0.001812509,0.001877871,0.001892128,0.002619351,0.002239067,0.005333333
23031,York,Maine,23,438,"Portland-Lewiston-South Portland, ME",0.766233766,0.794258373,0.807058824,0.875324675,0.866086957,0.89379085,0.886685552,0.904689864,0.902631579,0.922879177,0.696969697,0.746411483,0.757647059,0.828571429,0.826086957,0.862745098,0.849858357,0.84720121,0.863157895,0.871465296,0.000914298,0.000905653,0.000432042,0.000368937,0.000249856,0.00019349,0.000180735,0.000195842,0.000310832,0.000287953,0.789115646,0.7734375,0.835164835,0.85625,0.866666667,0.876404494,0.965517241,0.75,,,0.727891157,0.75,0.802197802,0.83125,0.811111111,0.853932584,0.896551724,0.714285714,,,0.001347385,0.001464844,0.000871849,0.000876709,0.001702332,0.00140148,0.003198163,0.00728863,,,0.726190476,0.827160494,0.786008231,0.888888889,0.865979381,0.896749522,0.883308715,0.911532386,0.90296496,0.926701571,0.642857143,0.740740741,0.724279835,0.826666667,0.828865979,0.864244742,0.847858198,0.853080569,0.862533693,0.87434555,0.002733236,0.002370912,0.000821805,0.000636839,0.000292468,0.000224332,0.000190539,0.000198,0.000319594,0.000287606
24001,Allegany,Maryland,24,,,0.727272727,0.803278689,0.776119403,0.828054299,0.794676806,0.891129032,0.89893617,0.902325581,0.884210526,0.9,0.670454546,0.765027322,0.746268657,0.805429864,0.752851711,0.879032258,0.872340426,0.902325581,0.852631579,0.877777778,0.001255371,0.000982298,0.000942049,0.000709107,0.000707475,0.000428768,0.000592354,0.000409926,0.001322642,0.001192044,0.704081633,0.84375,0.741935484,0.7625,0.730769231,0.857142857,0.909090909,1,,,0.642857143,0.833333333,0.709677419,0.7375,0.692307692,0.828571429,0.909090909,1,,,0.002342774,0.001446759,0.003323151,0.002419922,0.008192991,0.004058309,0.007513148,0,,,0.756410256,0.75862069,0.791366907,0.865248227,0.801687764,0.896713615,0.898305085,0.896551724,0.888888889,0.908045977,0.705128205,0.689655172,0.762589928,0.843971631,0.759493671,0.887323944,0.870056497,0.896551724,0.855555556,0.885057471,0.002665672,0.002460125,0.001302493,0.000933926,0.00077073,0.00046939,0.000638747,0.00045688,0.001373114,0.001169319
